Name of Restaurant,Features/Category,Market Segment,Cuisine,Top Dishes,Address,Area/Location,Latitude,Longitude,Zomato URL,Dining Rating
Sandys Chocolate Laboratory,"Breakfast, Home Delivery, Free Parking, Indoor Seating, Valet Parking Available, Table booking recommended, Desserts and Bakes",Cafe,"Cafe,  Continental,  Italian,  Desserts","Tiny Chocolate Cake,  Hot Chocolate,  Sandwich,  Cheesecake,  Pesto Pasta,  Pancakes,  Brownie"," 16, Wallace Garden, 2nd Street, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/sandys-chocolate-laboratory-nungambakkam,4.5
Hotel Saravana Bhavan,"Breakfast, Home Delivery, Vegetarian Only, Catering Available, Buffet, Indoor Seating",Hotel,"North Indian,  South Indian,  Desserts,  Beverages,  Mithai","Filtered Coffee,  Masala Dosa,  Thali,  Rava Kesari,  Pongal,  Masala Poori,  Tea"," 111/141, Near Kandanchavadi Bus Depot, Old Mahabalipuram Road (OMR), Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/hotel-saravana-bhavan-perungudi,2.7
Little Italy,"Home Delivery, Vegetarian Only, Valet Parking Available, Indoor Seating, Buffet, Outdoor Seating, Table booking recommended, Serves Jain Food, Brunch",Restaurant,"Italian,  Mexican,  Salad","Pasta,  Pizza,  Nachos,  Tiramisu,  Minestrone Soup,  Panna Cotta,  Salsa"," E-50, 17th Cross Street, Lane Before Spencers Daily, Besant Nagar, Chennai",Besant Nagar,13.0003,80.2667,https://www.zomato.com/chennai/little-italy-besant-nagar,4.7
Ciclo Cafe,"Home Delivery, Indoor Seating, Desserts and Bakes, Wifi",Cafe,"Cafe,  Italian,  American","Pizza,  Pasta,  Burgers,  Salad,  Sandwich,  Cheesecake,  Waffles"," 47, Gandhi Mandapam Road, Kotturpuram, Chennai",Kotturpuram,13.018,80.2411,https://www.zomato.com/chennai/ciclo-cafe-kotturpuram,4.3
Deen Biriyani,"Home Delivery, Indoor Seating",Restaurant,"Biryani,  South Indian,  North Indian,  Chinese","Biryani,  Sweet Corn Soup,  Pongal,  Chicken 65,  Tandoori Chicken,  Rogan Josh,  Medu Vada"," 687/7, P.H Road, Aminijikarai, Chennai",Aminijikarai,13.0711,80.2227,https://www.zomato.com/chennai/deen-biriyani-aminijikarai,3.9
Big Bang Theory - Bar & Kitchen,"Home Delivery, Full Bar Available, Live Sports Screening, Valet Parking Available, Live Music, Restricted Entry, Live Entertainment, Nightlife, Indoor Seating, Table booking recommended, Smoking Area",Bar,"American,  Continental","Cocktails,  Burgers,  Beer,  Fries,  Pasta,  Fish,  Paneer Tikka"," Brown Star Boutique Hotel, 2/25, Dr. Ambedkar Road, Kodambakkam, Chennai",Kodambakkam,13.0521,80.2255,https://www.zomato.com/chennai/big-bang-theory-bar-kitchen-kodambakkam,4.1
Onesta,"Home Delivery, Indoor Seating, Buffet, Table booking recommended",Fast Food,"Pizza,  Italian,  Fast Food,  Beverages,  Desserts","Chocolate Banana,  Pasta,  Pepperoni,  Bacon Pizza,  Mojito,  Bbq Pizza,  Tiramisu"," 3/62, 2nd Floor, Tech Pump Towers, Kumaran Nagar, Semmancheri, Chennai",Semmancheri,12.8601,80.2272,https://www.zomato.com/chennai/onesta-semmancheri,4.4
Fusilli Reasons,"Home Delivery, Vegetarian Only, Indoor Seating, Serves Jain Food",Fast Food,Fast Food,"Nachos,  Iced Tea,  Garlic Bread,  Brownie,  Spinach Pasta,  White Sauce Pasta,  Chocolate Mousse"," 2/64, Ormes Main Road, Kilpauk, Chennai",Kilpauk,13.0828,80.2417,https://www.zomato.com/chennai/fusilli-reasons-kilpauk,4.7
Food @ Finger,"Home Delivery, Free Parking, Indoor Seating",Restaurant,"North Indian,  Biryani,  Chinese,  Chettinad,  Rolls,  Desserts,  Beverages","Faluda,  Chicken Grill,  Bbq Chicken,  Brownie,  Chicken Tikka Roll,  Shawarma Roll,  Chicken Shawarama"," 123, MS Koil Street, Royapuram, Chennai",Royapuram,13.1137,80.2954,https://www.zomato.com/chennai/food-finger-royapuram,4.1
Al Dhareeq Beef Biriyani,Home Delivery,Restaurant,Biryani,Beef Biryani," 64/A, 162, Sivan Kovil South Street, Kodambakkam, Chennai",Kodambakkam,13.0521,80.2255,https://www.zomato.com/chennai/al-dhareeq-beef-biriyani-kodambakkam,3.8
Shri Rajasthani Dhaba,"Home Delivery, Vegetarian Only, Indoor Seating, Serves Jain Food, Table reservation required",Restaurant,"Rajasthani,  North Indian","Rajasthani Thali,  Buttermilk,  Roti,  Paratha,  Paan Ice Cream,  Lassi,  Rajwadi Thali"," C 40, 3rd Floor, 2nd Avenue, Opposite KFC, Anna Nagar West, Chennai",Anna Nagar West,13.0862,80.2018,https://www.zomato.com/chennai/shri-rajasthani-dhaba-anna-nagar-west,4.5
Lucky Da Punjabi Dhabba,"Home Delivery, Indoor Seating",Restaurant,North Indian,"Lassi,  Rabri,  Butter Chicken,  Paratha,  Buttermilk,  Naan,  Roti"," 4/418, Ground Floor, MGR Salai, Kandanchavadi, Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/chennai/lucky-da-punjabi-dhabba-perungudi,4.3
Al-Najeeb Nawab Of Kebab,"Home Delivery, Indoor Seating, Free Parking",Restaurant,"North Indian,  Mughlai,  Chinese,  Seafood","Shawarma,  Biryani,  Rolls,  Chicken Samosa,  Chicken Roll,  Rumali Roti,  Chicken Grill"," Families Complex, Medavakkam Tank Road, Kilpauk, Chennai",Kilpauk,13.0828,80.2417,https://www.zomato.com/chennai/al-najeeb-nawab-of-kebab-kilpauk,4.1
Skewered,"Home Delivery, Indoor Seating, Wifi",Fast Food,"North Indian,  Fast Food,  Beverages","Reshmi Kebab,  Biryani,  Paneer Tikka,  Rumali Roti,  Rolls,  Chicken Keema,  Jeera Rice"," 103/1, Ground Floor, Arcot Road, Valasaravakkam, Chennai",Valasaravakkam,13.0403,80.1723,https://www.zomato.com/chennai/skewered-valasaravakkam,4.3
Burger King,"Home Delivery, Mall Parking, Outdoor Seating, Rooftop, Indoor Seating",Fast Food,"Burger,  Fast Food,  Beverages","Burgers,  Mutton Burger,  Chicken Fries,  Chicken Whopper,  Chicken Keema Burger,  Mutton Whopper,  Whopper Burger"," Shop 40, Plot 142, Phoenix Market City, Velachery Main Road, Velachery, Chennai","Phoenix Market City, Velachery",12.9755,80.2207,https://www.zomato.com/chennai/burger-king-velachery,4
Biryani House,"Home Delivery, Free Parking, Brunch, Indoor Seating, Group Meal",Restaurant,"Chinese,  North Indian,  Seafood,  Andhra,  Biryani","Hyderabadi Biryani,  Prawn Biryani,  Tandoori Chicken,  Fried Rice Chicken"," Plot 1410 & 1411, Thiruvalluvar Salai, Mogappair, Chennai",Mogappair,13.0837,80.175,https://www.zomato.com/chennai/biryani-house-mogappair,4.1
Shaack,"Home Delivery, Free Parking, Indoor Seating, Table booking recommended",Restaurant,"Asian,  Continental,  Italian,  Chinese,  South Indian,  Desserts","Pasta,  Burgers,  Fish,  Pizza,  Tiramisu,  Thai Crispy Chicken,  Tom Yum Soup"," F-36, KG Galaxy, 2nd Avenue, Above Fab India, Anna Nagar East, Chennai",Anna Nagar East,13.092,80.2236,https://www.zomato.com/chennai/shaack-anna-nagar-east,4.1
Bazaar - All Day Diner - Grand by GRT Hotels,"Breakfast, Home Delivery, Serves Alcohol, 4/5 Star, Table reservation required, Luxury Dining, Brunch, Indoor Seating, Buffet",Hotel,"North Indian,  South Indian,  Continental,  Asian","Pizza,  Pasta,  Fish,  Chaat,  Momos,  Biryani,  Prawn"," Grand by GRT Hotels, 120, Sir Thyagaraya Road, T. Nagar, Chennai",Grand by GRT Hotels,13.0569,80.2425,https://www.zomato.com/chennai/bazaar-all-day-diner-grand-by-grt-hotels-t-nagar,4.4
Hotel Pandian,"Home Delivery, Indoor Seating",Hotel,"North Indian,  South Indian,  Chinese","Paratha,  Chicken Lollipop,  Mutton Biryani,  Fried Rice"," 3,PC-7, Kambar Salai, West Mogappair, Chennai",Mogappair,13.0837,80.175,https://www.zomato.com/chennai/hotel-pandian-mogappair,4
Al Raabias Biriyani,"Home Delivery, Free Parking, Indoor Seating",Restaurant,"North Indian,  Chinese,  Biryani","Shawarma,  Bbq Chicken,  Bamboo Biryani,  Tandoori Chicken"," 101/102, Madhavaram High Road, Perambur, Chennai",Perambur,13.121,80.2326,https://www.zomato.com/chennai/al-raabias-biriyani-perambur,3.9
Soy Soi,"Home Delivery, Indoor Seating, Table booking recommended",Restaurant,"Burmese,  Thai,  Vietnamese,  Indonesian,  Singaporean,  Japanese,  Malaysian","Dumplings,  Noodle,  Panna Cotta,  Momos,  Nasi Goreng,  Pad Thai,  Sushi"," 2/10, Gandhi Mandapam Road, Kotturpuram, Chennai",Kotturpuram,13.018,80.2411,https://www.zomato.com/chennai/soy-soi-kotturpuram,4.7
Coal Barbecues,"Indoor Seating, Buffet, Table reservation required",Restaurant,"North Indian,  Chinese","Chicken Honey,  Fish,  Prawn,  Waffles,  Chicken Wings,  Paan Ice Cream,  Crispy Corn"," Shop 17 & 18, Rajalakshmi Nagar, 7th Cross Street, 100 Feet Bypass Road, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/coal-barbecues-velachery,4.4
Hot Pot China,"Home Delivery, Table booking recommended, Indoor Seating",Restaurant,"Chinese,  Thai,  Indonesian,  Malaysian,  Vietnamese,  Singaporean,  Asian,  Momos","Momos,  Dumplings,  Spring Roll,  Wonton Soup,  Egg Yolk Soup,  Fried Icecream,  Brownie"," 1/1666, OMR, MGR Salai (Opposite to Royal Enfield showroom) Perungudi, Chennai",Perungudi,12.9654,80.2461,https://www.zomato.com/hotpotchina,4.2
Thaqwa Biryani,"Home Delivery, Free Parking, Indoor Seating",Restaurant,"North Indian,  Chinese","Chicken Grill,  Naan"," 127, Red Hills Main Road, Near Sethubaskara High School, Ambattur, Chennai",Ambattur,13.1186,80.1574,https://www.zomato.com/chennai/thaqwa-biryani-ambattur,4
Fruit Shop On Greams Road,"Home Delivery, Vegetarian Only, Indoor Seating, Desserts and Bakes",Fast Food,"Beverages,  Fast Food,  Healthy Food,  Juices","Fruit Juices,  Sandwich,  Mint Lime Cooler,  Tender Coconut Pudding,  Fruit Salad,  Faluda,  Milk Shake"," 11, Greams Road, Thousand Lights, Chennai",Thousand Lights,13.0617,80.2544,https://www.zomato.com/chennai/fruit-shop-on-greams-road-1-thousand-lights,4.5
Kappa Chakka Kandhari,"Indoor Seating, Table booking recommended",Restaurant,"Kerala,  South Indian","Tender Coconut Pudding,  Appam,  Beef Fry,  Elaneer Payasam,  Mutton Stew,  Idiyappam,  Chicken Curry"," 10, Haddows Road, Opposite Shastri Bhavan, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/kappa-chakka-kandhari-1-nungambakkam,4.7
BOATS - Based On A True Story,"Home Delivery, Full Bar Available, Live Sports Screening, Indoor Seating, LGBTQIA Friendly, Smoking Area, Free Parking, Table booking recommended, Restricted Entry",Bar,"Continental,  Chinese,  North Indian","Cocktails,  Nachos,  Pasta,  Beer,  Mocktails,  Chicken Skewer,  Paneer Tikka"," 17, 5th Avenue, Besant Nagar, Chennai",Besant Nagar,13.0003,80.2667,https://www.zomato.com/chennai/boats-based-on-a-true-story-besant-nagar,4.2
Amelies,"Home Delivery, Valet Parking Available, Table booking recommended, All Day Breakfast, Desserts and Bakes, Indoor Seating",Cafe,"Cafe,  Continental,  Italian","Hot Chocolate,  Pizza,  Gelato,  Coffee,  Pink Sauce Pasta,  Sandwich,  Chocolate Indulgence"," 6,Seshadri Road, Venus Colony, Alwarpet, Chennai",Alwarpet,13.0335,80.2531,https://www.zomato.com/chennai/amelies-1-alwarpet,4.3
Urban Spatula,"Home Delivery, Free Parking, Table booking recommended, Kid Friendly, Group Meal, Indoor Seating, Table booking for Groups",Restaurant,"Continental,  Seafood,  Biryani,  Italian,  North Indian,  Asian,  Kebab","Burgers,  Pasta,  Fish,  Fries,  Chips,  Salad,  Steak"," Plot 1633, 54, H-Block, Ground Floor, 13th Main Road, Anna Nagar West, Chennai",Anna Nagar West,13.0862,80.2018,https://www.zomato.com/chennai/urban-spatula-anna-nagar-west,4.4
Madurai Kumar Mess,"Home Delivery, Indoor Seating",Restaurant,"Chettinad,  South Indian,  Chinese","Paratha,  Mutton Biryani,  Mutton Chukka,  Kola Urundai,  Mutton Kola,  Liver Fry,  Kali Dosa"," 165 & 167, 100 Feet Road, Vadapalani, Chennai",Vadapalani,13.05,80.2121,https://www.zomato.com/chennai/madurai-kumar-mess-vadapalani,4.2
Oxygen,"Home Delivery, Outdoor Seating, Rooftop, Table Reservation Not Required, Indoor Seating",Restaurant,"North Indian,  Chinese,  Biryani,  Rolls","Biryani,  Naan,  Tandoori Roti,  Chicken Noodle"," 45, Samundeshwari Nagar, Tailavaram, Potheri, Chennai",Potheri,12.8213,80.0371,https://www.zomato.com/chennai/oxygen-potheri,4
Shree Konar Vilas,"Home Delivery, Indoor Seating",Restaurant,"South Indian,  Chettinad","Paratha,  Biryani,  Kothu Parotta,  Idiyappam,  Kali Dosa,  Mutton Sukha,  Fry Prawns"," 128, Perambur Barracks Road, Purasavakkam, Chennai",Purasavakkam,13.0902,80.2543,https://www.zomato.com/chennai/shree-konar-vilas-purasavakkam,4.1
Subway,"Breakfast, Home Delivery, Indoor Seating, Wifi",Fast Food,"Healthy Food,  Fast Food","Salad,  Sandwich,  Chocolate Cookies,  Roasted Chicken Sub,  Chicken Tikka,  Honey Oats,  Paneer Tikka"," AC 112, Ground Floor, 4th Avenue, Shanthi Colony, Anna Nagar West, Chennai",Anna Nagar West,13.0862,80.2018,https://www.zomato.com/chennai/subway-anna-nagar-west,4.4
Pind,"Home Delivery, Vegetarian Only, Catering Available, Wifi, Serves Jain Food, Buffet, Indoor Seating",Restaurant,"North Indian,  Chinese,  Fast Food","Lassi,  Buttermilk,  Paneer Tikka,  Naan,  Roti,  Paratha,  Dal Makhani"," 2, Sarathy Nagar, 1st Main Road, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/pind-velachery,4.3
Mainland China,"Home Delivery, Mall Parking, Valet Parking Available, Table booking recommended, Indoor Seating",Restaurant,"Chinese,  Asian,  Sushi,  Japanese,  Thai","Noodle,  Dumplings,  Momos,  Hakka Noodles,  Mocktails,  Jumbo Prawns,  Kimchi"," 142, 1st Floor, Phoenix Market City, Velachery, Chennai","Phoenix Market City, Velachery",12.9755,80.2207,https://www.zomato.com/chennai/mainland-china-velachery,4.6
Kumarakom,"Breakfast, Home Delivery, Indoor Seating, Catering Available",Restaurant,"North Indian,  Chinese,  Kerala","Appam,  Paratha,  Beef Fry,  Biryani,  Fish Fry,  Roasted Beef,  Chicken Stew"," 27/28, Vijayanagar Extension, Velachery Main Road, Velachery, Chennai",Velachery,12.9755,80.2207,https://www.zomato.com/chennai/kumarakom-velachery,4
City Square Cafeteria,"Home Delivery, Indoor Seating",Fast Food,"Fast Food,  Beverages,  Sandwich","Chicken Grill,  Chicken Sandwich,  Pizza,  Mexican Shawarma,  Oreo Shake,  Lime Soda,  Bread Omelette"," 36, Casa Major Road, Egmore, Chennai",Egmore,13.0732,80.2609,https://www.zomato.com/chennai/city-square-cafeteria-egmore,4.1
Bhangra,"Breakfast, Home Delivery, Mall Parking, Indoor Seating, Table reservation required",Restaurant,North Indian,"Butter Chicken,  Dal Makhani,  Sweet Lassi,  Kheer,  Chicken Masala,  Sugarcane Juice,  Thali"," Mayajaal Multiplex, Kanathur, Chennai","Mayajaal Multiplex, Kanathur",12.9,80.245,https://www.zomato.com/chennai/bhangra-kanathur,4.9
Twilight Take Out,"Home Delivery, Free Parking",Restaurant,"North Indian,  Chinese,  Rolls,  Continental,  Biryani","Club Sandwich,  Chicken Tikka Roll,  Chicken Grill,  Chicken Biryani,  Noodle,  Cheese Chicken Roll,  Paneer Tikka Roll"," 1, Park Side Street, Lake Area, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/twilight-take-out-nungambakkam,3.9
The Red Box,Home Delivery,Restaurant,Chinese,"Noodle,  Chilli Chicken Gravy,  Dragon Chicken,  Kung Pao Chicken,  Chicken Lollipop,  Veg Momos,  Sweet Corn Chicken Soup"," Flat 51/C, Shanthi Colony Main Road, Anna Nagar West, Chennai",Anna Nagar West,13.0862,80.2018,https://www.zomato.com/chennai/the-red-box-anna-nagar-west,3.3
Rayars Mess,"Breakfast, Home Delivery, Vegetarian Only, Indoor Seating",Restaurant,South Indian,"Pongal,  Vada,  Filtered Coffee,  Idli,  Bonda,  Filter Kaapi,  Rava Dosa"," 31, Arundale Street, Mylapore, Chennai",Mylapore,13.0368,80.2676,https://www.zomato.com/chennai/rayars-mess-mylapore,4.7
Hotel Safari,"Breakfast, Home Delivery, Indoor Seating",Hotel,"Chettinad,  Chinese,  Seafood,  Hyderabadi","Paratha,  Tea,  Paya,  Coffee,  Mutton Biryani,  Chicken Pakora,  Appam"," 296, Royapettah High Road, Royapettah, Chennai",Royapettah,13.054,80.2641,https://www.zomato.com/chennai/hotel-safari-royapettah,4.1
VB Signature,"Breakfast, Home Delivery, Vegetarian Only, Live Sports Screening, Table booking recommended, Indoor Seating",Restaurant,"North Indian,  South Indian,  Chinese,  Asian,  Fast Food,  Desserts,  Beverages","Momos,  Idiyappam,  Pumpkin Soup,  Coconut Soup,  Filtered Coffee,  Noodle,  Paneer Tikka"," 52, Nungambakkam High Road, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/vb-signature-nungambakkam,4.5
Blind Ch3mistry,"Home Delivery, Indoor Seating, Table reservation required, Desserts and Bakes, Free Wifi",Cafe,"Cafe,  Continental,  Italian,  Desserts,  Beverages","Pasta,  Peri Peri Chicken,  Sandwich,  Waffles,  French Fries,  Mocktails,  Virgin Mojito"," Old 11, New 19, 1st Floor, Brindhavan Apartment, Khader Nawaz Khan Road, Nungambakkam, Chennai",Nungambakkam,13.0569,80.2425,https://www.zomato.com/chennai/blind-ch3mistry-nungambakkam,4.5
Fishermans Fare,"Home Delivery, Indoor Seating, Table reservation required",Restaurant,"Seafood,  Mediterranean,  North Indian,  Chinese,  Arabian","Haleem,  Sea Food,  Shawarma,  Fish Finger,  Prawn,  Basmati Rice,  Butter Chicken"," 24, Casa Major Road, Egmore, Chennai",Egmore,13.0732,80.2609,https://www.zomato.com/chennai/fishermans-fare-egmore,2.9
Madras2Chennai,"Home Delivery, Indoor Seating",Restaurant,"Biryani,  Mughlai,  North Indian,  Chinese,  Chettinad","Shawarma,  Chicken Grill,  Mutton Biryani"," 183/4 (601), T.H Road, Opposite Apollo Hospital, Tondiarpet, Washermenpet, Chennai",Washermenpet,13.1148,80.2872,https://www.zomato.com/chennai/madras2chennai-washermenpet,4.1
Charminar Biriyani Centre,"Home Delivery, Standing Tables",Restaurant,"Biryani,  North Indian","Chicken Biryani,  Bread Halwa,  Brinjal Curry,  Mutton Biryani,  Brinjal Gravy,  Tandoori Chicken,  Raita"," 91, Dr. Besant Road, Near Meesapet Market, Royapettah, Chennai",Royapettah,13.054,80.2641,https://www.zomato.com/chennai/charminar-biriyani-centre-royapettah,
North East Kitchen,"Home Delivery, Indoor Seating",Restaurant,"Chinese,  Konkan,  Momos","Momos,  Noodle,  Pork Thali,  Thukpa,  Pork Curry,  Fried Pork,  Clear Soup"," 24, Wellingdon Estate, Ethiraj Salai, Egmore, Chennai",Egmore,13.0732,80.2609,https://www.zomato.com/chennai/north-east-kitchen-egmore,4.5
AlMaza,"Home Delivery, Indoor Seating, Table booking recommended",Restaurant,"Arabian,  Mughlai,  North Indian,  Biryani","Faluda,  Rara Gosht,  Buttermilk,  Naan,  Bharwan Mushroom,  Mutton Biryani,  Chicken Biryani"," 30, A Block, 6th Street, Near Titan Showroom, Anna Nagar East, Chennai",Anna Nagar East,13.092,80.2236,https://www.zomato.com/chennai/al-maza-anna-nagar-east,4.6
Jonahs Bistro,"Breakfast, Home Delivery, Indoor Seating, Table reservation required",Restaurant,"Continental,  European,  Italian","Pasta,  Steak,  Waffles,  Burgers,  Fries,  Fish,  Chicken Grill"," Old 147 E / New 9, 2nd Avenue, Besant Nagar, Chennai",Besant Nagar,13.0003,80.2667,https://www.zomato.com/chennai/jonahs-bistro-besant-nagar,4.4
Barbeque Nation,"Home Delivery, Indoor Seating, Buffet, Table booking recommended, Kid Friendly",Restaurant,"North Indian,  Continental,  Kebab,  BBQ","Pizza,  Fish,  Biryani,  Pasta,  Prawn,  Malai Kulfi,  Chocolate Fountain"," 1, Survey 38, 2nd Floor, Mount Poonamalle High Road, Porur, Chennai",Porur,13.0382,80.1565,https://www.zomato.com/chennai/barbeque-nation-porur,4.3
Mughal Biriyani,"Home Delivery, Indoor Seating",Restaurant,"North Indian,  Chinese,  Biryani,  Arabian","Chicken Grill,  Tandoori Chicken,  Noodle,  Dragon Chicken,  Mughal Biryani,  Naan"," 51/2, MG Road, Vannandurai, Besant Nagar, Chennai",Besant Nagar,13.0003,80.2667,https://www.zomato.com/chennai/mughal-biriyani-besant-nagar,4
Loiee Mithai & Rasoi,"Home Delivery, Vegetarian Only, Desserts and Bakes, Indoor Seating, Table booking recommended, Serves Jain Food",Restaurant,"North Indian,  Chinese,  Fast Food,  Desserts","Rasmalai,  Naan,  Panipuri,  Faluda,  Roti,  Tandoori Platter,  Pav Bhaji"," Camp Road Junction, Opposite Bata Showroom, Selaiyur, Chennai",Selaiyur,12.9068,80.1425,https://www.zomato.com/chennai/loiee-mithai-rasoi-selaiyur,4.1
